LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
Australia,MEATCONSUMP,BEEF,KG_CAP,A,1990,0,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,1991,27.942,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,1992,26.405,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,1993,26.37,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,1994,25.662,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,1995,25.526,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,1996,27.453,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,1997,29,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,1998,26.765,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,1999,28.095,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2000,26.515,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2001,24.606,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2002,25.263,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2003,25.958,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2004,28.719,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2005,27.19,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2006,27.03,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2007,24.166,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2008,23.343,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2009,23.454,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2010,25.31,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2011,23.287,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2012,22.435,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2013,23.744,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2014,22.587,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2015,20.519,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2016,19.473,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2017,21.251,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2018,19.965,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2019,19.698,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2020,19.438,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2021,19.187,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2022,19.088,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2023,18.864,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2024,18.518,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2025,18.439,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2026,18.365,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2027,18.29,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2028,18.217,
Australia,MEATCONSUMP,BEEF,KG_CAP,A,2029,18.149,
Australia,MEATCONSUMP,PIG,KG_CAP,A,1990,0,
Australia,MEATCONSUMP,PIG,KG_CAP,A,1991,14.521,
Australia,MEATCONSUMP,PIG,KG_CAP,A,1992,15.256,
Australia,MEATCONSUMP,PIG,KG_CAP,A,1993,15.082,
Australia,MEATCONSUMP,PIG,KG_CAP,A,1994,15.646,
Australia,MEATCONSUMP,PIG,KG_CAP,A,1995,15.652,
Australia,MEATCONSUMP,PIG,KG_CAP,A,1996,14.478,
Australia,MEATCONSUMP,PIG,KG_CAP,A,1997,14.858,
Australia,MEATCONSUMP,PIG,KG_CAP,A,1998,15.257,
Australia,MEATCONSUMP,PIG,KG_CAP,A,1999,15.193,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2000,15.651,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2001,14.892,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2002,16.418,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2003,17.593,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2004,17.718,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2005,18.863,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2006,18.409,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2007,20.221,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2008,19.17,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2009,19.744,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2010,20.129,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2011,19.486,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2012,20.502,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2013,19.9,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2014,20.174,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2015,21.77,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2016,21.4,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2017,22.062,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2018,21.395,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2019,20.252,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2020,20.212,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2021,20.004,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2022,20.086,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2023,20.196,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2024,20.22,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2025,20.304,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2026,20.345,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2027,20.412,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2028,20.459,
Australia,MEATCONSUMP,PIG,KG_CAP,A,2029,20.525,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,1990,22.051,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,1991,22.35,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,1992,22.436,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,1993,23.807,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,1994,24.473,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,1995,24.217,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,1996,24.615,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,1997,25.791,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,1998,27.643,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,1999,28.002,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2000,29.682,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2001,29.225,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2002,32.494,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2003,31.407,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2004,32.81,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2005,34.092,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2006,35.187,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2007,34.769,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2008,33.261,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2009,33.578,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2010,37.645,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2011,39.499,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2012,40.319,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2013,40.161,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2014,40.806,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2015,41.989,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2016,44.512,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2017,43.349,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2018,42.353,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2019,43.488,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2020,43.792,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2021,44.132,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2022,44.504,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2023,44.842,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2024,44.711,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2025,44.803,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2026,44.889,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2027,44.997,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2028,45.122,
Australia,MEATCONSUMP,POULTRY,KG_CAP,A,2029,45.229,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,1990,19.013,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,1991,19.415,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,1992,17.961,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,1993,17.49,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,1994,18.505,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,1995,15.115,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,1996,14.795,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,1997,15.063,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,1998,15.476,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,1999,15.25,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2000,16.368,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2001,14.977,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2002,13.779,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2003,12.153,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2004,11.984,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2005,11.992,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2006,12.37,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2007,12.587,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2008,10.992,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2009,10.334,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2010,8.973,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2011,8.046,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2012,8.723,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2013,8.723,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2014,8.116,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2015,9.346,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2016,8.5,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2017,7.755,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2018,6.982,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2019,6.18,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2020,5.874,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2021,5.912,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2022,5.884,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2023,6.051,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2024,6.077,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2025,6.047,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2026,5.944,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2027,5.818,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2028,5.814,
Australia,MEATCONSUMP,SHEEP,KG_CAP,A,2029,5.809,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1990,25.002,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1991,24.456,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1992,23.83,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1993,22.805,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1994,23.226,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1995,23.309,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1996,23.048,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1997,23.106,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1998,23.379,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1999,23.8,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2000,23.411,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2001,22.5,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2002,22.415,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2003,23.655,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2004,22.711,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2005,21.994,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2006,21.711,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2007,22.146,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2008,21.473,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2009,20.434,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2010,20.305,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2011,19.804,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2012,20.012,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2013,19.813,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2014,19.177,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2015,17.633,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2016,18.316,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2017,18.273,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2018,18.422,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2019,17.623,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2020,17.578,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2021,17.394,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2022,17.188,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2023,16.994,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2024,16.837,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2025,16.646,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2026,16.461,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2027,16.315,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2028,16.165,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2029,16.021,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1990,20.597,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1991,20.367,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1992,22.342,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1993,21.749,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1994,22.368,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1995,21.894,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1996,20.478,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1997,20.035,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1998,22.595,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1999,23.669,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2000,22.577,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2001,22.805,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2002,21.952,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2003,19.811,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2004,21.006,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2005,18.148,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2006,18.442,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2007,19.695,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2008,18.701,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2009,18.482,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2010,17.28,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2011,16.741,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2012,17.435,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2013,16.326,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2014,16.093,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2015,17.994,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2016,15.976,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2017,16.374,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2018,17,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2019,16.259,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2020,15.881,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2021,15.898,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2022,15.793,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2023,15.773,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2024,15.748,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2025,15.672,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2026,15.564,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2027,15.507,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2028,15.446,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2029,15.331,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1990,24.42,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1991,24.395,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1992,24.423,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1993,25.037,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1994,26.645,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1995,26.324,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1996,26.128,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1997,26.615,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1998,27.206,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1999,28.395,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2000,29.707,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2001,30.892,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2002,31.212,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2003,31.337,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2004,31.556,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2005,31.689,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2006,31.929,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2007,32.011,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2008,32.082,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2009,31.679,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2010,31.341,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2011,30.327,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2012,30.065,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2013,30.353,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2014,31.163,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2015,32.557,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2016,33.188,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2017,33.413,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2018,34.836,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2019,35.33,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2020,35.527,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2021,35.786,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2022,36.086,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2023,36.37,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2024,36.566,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2025,36.775,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2026,36.978,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2027,37.178,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2028,37.362,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2029,37.554,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.734,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0.768,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1992,0.745,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1993,0.756,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1994,0.727,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1995,0.717,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1996,0.667,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1997,0.655,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1998,0.733,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1999,0.757,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2000,0.833,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2001,0.915,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2002,0.914,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2003,0.956,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2004,0.977,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2005,0.986,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2006,1.069,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2007,1.073,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2008,1.026,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2009,1.013,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2010,0.953,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2011,0.931,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2012,0.846,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2013,0.877,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2014,0.921,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2015,0.914,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2016,0.929,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2017,0.971,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2018,1.022,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2019,0.978,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2020,0.974,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2021,0.971,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2022,0.968,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2023,0.965,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2024,0.957,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2025,0.948,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2026,0.936,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2027,0.931,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2028,0.922,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2029,0.914,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,1990,6,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,1991,6.401,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,1992,6.65,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,1993,7.286,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,1994,8.003,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,1995,8.408,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,1996,7.966,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,1997,8.073,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,1998,8.186,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,1999,8.174,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2000,8.618,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2001,7.03,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2002,7.128,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2003,6.98,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2004,6.962,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2005,6.234,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2006,6.188,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2007,6.38,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2008,6.386,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2009,6.492,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2010,6.707,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2011,6.722,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2012,6.731,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2013,6.727,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2014,6.689,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2015,6.292,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2016,6.873,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2017,7.001,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2018,7.356,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2019,7.541,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2020,7.643,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2021,7.657,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2022,7.673,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2023,7.598,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2024,7.605,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2025,7.619,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2026,7.626,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2027,7.637,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2028,7.652,
Japan,MEATCONSUMP,BEEF,KG_CAP,A,2029,7.666,
Japan,MEATCONSUMP,PIG,KG_CAP,A,1990,12.98,
Japan,MEATCONSUMP,PIG,KG_CAP,A,1991,13.003,
Japan,MEATCONSUMP,PIG,KG_CAP,A,1992,13.006,
Japan,MEATCONSUMP,PIG,KG_CAP,A,1993,12.901,
Japan,MEATCONSUMP,PIG,KG_CAP,A,1994,12.976,
Japan,MEATCONSUMP,PIG,KG_CAP,A,1995,13.029,
Japan,MEATCONSUMP,PIG,KG_CAP,A,1996,13.678,
Japan,MEATCONSUMP,PIG,KG_CAP,A,1997,12.693,
Japan,MEATCONSUMP,PIG,KG_CAP,A,1998,12.586,
Japan,MEATCONSUMP,PIG,KG_CAP,A,1999,12.864,
Japan,MEATCONSUMP,PIG,KG_CAP,A,2000,13.333,
Japan,MEATCONSUMP,PIG,KG_CAP,A,2001,13.659,
Japan,MEATCONSUMP,PIG,KG_CAP,A,2002,14.335,
Japan,MEATCONSUMP,PIG,KG_CAP,A,2003,14.113,
Japan,MEATCONSUMP,PIG,KG_CAP,A,2004,15.052,
Japan,MEATCONSUMP,PIG,KG_CAP,A,2005,14.951,
Japan,MEATCONSUMP,PIG,KG_CAP,A,2006,13.995,
Japan,MEATCONSUMP,PIG,KG_CAP,A,2007,14.261,
Japan,MEATCONSUMP,PIG,KG_CAP,A,2008,14.509,
Japan,MEATCONSUMP,PIG,KG_CAP,A,2009,14.159,
Japan,MEATCONSUMP,PIG,KG_CAP,A,2010,14.348,
Japan,MEATCONSUMP,PIG,KG_CAP,A,2011,14.598,
Japan,MEATCONSUMP,PIG,KG_CAP,A,2012,14.515,
Japan,MEATCONSUMP,PIG,KG_CAP,A,2013,14.489,
Japan,MEATCONSUMP,PIG,KG_CAP,A,2014,14.678,
Japan,MEATCONSUMP,PIG,KG_CAP,A,2015,14.96,
